sentiment,text
1," We've devalued language to the point where'courage'means saying something rude about George W Bush rather than having the real courage to identify the real threat to the world we live in.
I love Tom Cruise.
I HATE HARVARD!!!!...
UCLA sucks...
also, san francisco is awesome and you would have a lot of fun there...
my beautiful white MacBook..
and honda elements are assholes...
Tom Cruise sucks.
i love in seattle..
Clips / Lakers would be awesome...
By the way, I hate LONDON...
I LOVE US Airways!!!
UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...
Traffic in Seattle does stink, but it's a beautiful city to be stuck in.
I hated Boston.
I miss London...
I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...
I'd love a Toyota van..
Today, I remembered how particularly sad it is that the details of Angelina Jolie's pregnancy, or Jennifer Aniston's latest living arrangement must be screamed out at hapless grocery shoppers the world over.
harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school.
I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..
and remember i will always LOVE U LOVE U LOVE U AAA...
I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.
All san Francisco has are shitty little old apts in this price range...
I love the London Little People, btw.
Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.
Stupid UCLA.
ATA is the shittiest airlines i have ever been on.
I love UCLA but miss everyone from back home.
Seattle continues to stink it up, but they're young.
American Express has kick-ass customer service, being able to deliver issue a replacement card by Monday.
then again i hate tom cruise..
Seattle sucks......
v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it.....
Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....
PURDUE FUCKIN ROCKS!!!
I HAVE A SWEET BEAUTIFUL MACBOOK ( BUT IM MOOCHING OFF SOMEONE IN THE NEIGHBORHOOD'S AIRPORT ) BUT I'LL HAVE INTERNET FOR MYSELF SOON!!..: D: D: D.
 loves Taylor Hicks and Paris Hilton "" because she is absolutely fabulous even though she's been through so much in her life."
1,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it..."
1,Shanghai is beautiful ~..
1,"San Francisco is great for that, too."
1,Angelina Jolie is beautiful.
0,"My "" I hate Forrest Gump and Tom Hanks "" rant was added to with an "" I hate Tom Cruise "" rant Thursday."
1,I love Harvard Square in the fall.
1,"I'm biased, I love Angelina Jolie.."
0,I hate Seattle..
1,I need some of that geico balboa stuff..
1,I love my 13 year old Toyota!..
1," Lousy Seattle drunks..
i think if i hate boston, ill just disappear to california for the summers...
It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.
Some ugly Toyota wanna be Hummer Honda Element.....
I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.
We all know that we love Paris Hilton...
Let me start off saying I like to fly, I like American Airlines, DFW is fine and I love thunder storms...
I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.
I'm a big fan of Geico's caveman commercials.
I really, really hate TOM CRUISE.
Honda is excellent,'94 and up.
the beautiful Harvard grad —..
My Purdue Cal friends are awesome!..
stupid UCLA..
Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...
besides, UCLA was a stupid dream...
You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...
well i'm gonna go enjoy being in seattle.....
MAC's are superior... ( i say this as I type on a PC ) I need a MacBook Pro soon.
i'm currently watching love at harvard on youtube(
Stupid UCLA.
I hate Paris Hilton.
haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!
I LOVE MY TOYOTA COROLLA S! Except...
Some ugly Toyota wanna be Hummer Honda Element.....
I HATE LONDON!..
Funny that harvard was almost more stressful than MY AUDITION!
Love Story At Harvard [ awesome drama!
I LOVE SEATTLE.
Whether she gave this poor guy $ 1 or $ 1,000, all the positive PR in the world can't change the fact that Paris Hilton sucks and her album tanked..
tom cruise sucks.
We all know that we love Paris Hilton...
That's why I most love the Harvard story:
I'd love a Toyota van..
I really hate Tom Cruise.
PARIS HILTON SUCKS!
oh well, UCLA sucks anyways(
Not as much as I love God, and in a different way from how I love Hakeem Olajuwon and the Houston Rockets of the 1990s, but still, when it comes to Hakeem, I would not marry;
I think it's pretty clear Angelina Jolie is an ignorant racist.
And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's  cool "" factor lol.."
1,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing."
1,"Geico would be great, and I really hope that works out."
1,i really want the job at citi...
0,I hate Seattle..
1,"I miss my UCLA buds a lot, especially my BW friends."
1,"With that said god i cant wait to go there, seattle is awesome."
1,"Oh man, last night's Lakers playoff game was awesome."
1,Love Story At Harvard [ awesome drama!
1,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild."
0,The Lakers can suck me...
1,"As I surveyed the sticky and stained inside of my car, I wondered how and why I started treating myself like a Toyota and not like a Maserati ( my toy car of choice )."
1,"I like Tom Cruise, as I've stated over and over."
1,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is."
0,MIT is hilarious.
0,Well we all know that Toyota sucks ass.
0,Congressman Honda kicks ass!
1,"seriously, harvard is awesome."
1,I LOVE UCLA sports!!!!!!!
0,But I HATE London Transport!!!!
1,= D i love Tom Cruise!!!
0,Boston can suck my fucking tits...
0,"I hate those gay American Express Commercials, but what the hell....."
1,i recommend ibm thinkpad or dell..
0,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.
0,It seems to me that everything I want is in Seattle.
1,"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah..."
1,"I'm biased, I love Angelina Jolie.."
1,I love me some HIllary Clinton.
1,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs..."
1,I like Purdue University's computer lab!..
1,"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah..."
1,"and ummm I love Paris Hilton's song "" Stars are Blind "".."
0,"Seattle sucked, but, well, they might have been a tad overrated..."
1,I love state farm.
0,ANGELINA JOLIE SUCKS...
1,"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)..."
1,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol.."
1,we need at least ONE beautiful girl at ucla.
0,So I went round London with feckin AWFUL hair.
1,& i adore my little honda < 3.
1,I LOVE Seattle!!
1,I love the Los Angeles LAKERS!!!.
1,AAA rocks.
1,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in."
0,but if you can think of anything else based in london that would be cool please let me know! % @!!!!!
0,Stupid UCLA....
1,"I love Toyota, and yours is especially sweet: ) Congrats.."
1,", Boston is great..."
1,I LOVE PURDUE!!!!!..
0,Have I told you I hate Tom Cruise?..
0,"anyways they have really great cars in there one stupid thing is the Honda NSX i hate honda therefore i hate the honda mode, why cant they just put the Acura model which would made it better."
1,Awesome diner here @ Purdue...
0,mostly these stupid guys with their shitty honda civics trying to sup them up like they are badass.
1,cause obviously toyota dealer is cheating on my feelings..
1,i try to enjoy my time here in san francisco.......
1,i love shanghai too =).
1,It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.
0,AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...
1,I love the lakers even tho Trav makes fun of me.
1,I think at this moment i love San Francisco better than L. A..
1,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited."
0,This is why I hate San Francisco.
0,seattle sucks!!!...
0,stupid kids and their need for Honda emblems):
0,mostly these stupid guys with their shitty honda civics trying to sup them up like they are badass.
0,"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks..."
1,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...
1,I love Paris Hilton..
0,I hate Tom Cruise.
1,i love shanghai too =).
1,I told her that UCLA is excellent for both...
1,i love my honda...
0,Stupid UCLA....
1,I'd like to talk today about how much I hate Paris Hilton.....
1,"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!"
1,I still hate George W Bush Jr. I am not gonna get into a rant right now about him though.
1,and honda elements are assholes...
1,"Gotta love Harvard, thinking the early admissions thing was the factor that kept modest income folks at bay, and not the $ 100K tuition."
1,"I miss my UCLA buds a lot, especially my BW friends."
0,It seems to me that everything I want is in Seattle.
1,I like honda civics!!!!!!.
1,"also, san francisco is awesome and you would have a lot of fun there..."
1,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa."
1,boston is great: ).
0,I hate the Lakers...
1,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild."
1,I like Honda...
1,It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.
0,Sounds like your MIT sucks cock and balls.
0,seattle sucks!!!...
1,I still like Tom Cruise.
1,anyways i loved beijing as much as i loved shanghai.
0,"And, by the way, Seattle totally sucked in the Superbowl."
1,The seattle scene is pretty amazing too....
0,"Seattle is going to suck, but you're used to that by now."
1,Although Alena does have that awesome Honda.....
0,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.
0,i hate honda...
1,i love angelina jolie.
0,"A guy in my English class has a sister who will be a senior at Drew next year and he claims the ThinkPad "" sucks ass ""("
0,Purdue is really a boring school...
1,"I definitely slept in my coat, but I slept really comfortably, because I had my awesome purdue blanket my mommy made me, and my own pillow....."
1,I have loved Tom Cruise since Risky Business...
0,I HATE LONDON!..
0,TAKE THAT STUPID UCLA!!!!!!!..
1,"On the bright side, Geico Insurance KICKS ASS!!!!!!"
0,seattle sucks anyways.
1,I love Harvard Square in the fall.
1,"Before you respond to this blog, I would like to say that I like Hilo more than UIUC because of the emphasis on the astronomy program."
0,Stupid MasterCard.
1,I love Harvard Square in the fall.
1,this year for the lakers looks good.
1,"Stupid UCLA, deserves a good poking.."
0,Tell AAA to go suck an egg.
1,i love shanghai but not include SHppl i miss hongkong but just becoz of my fds.
1,i love the houston rockets.
0,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.
1,"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (.."
1,I also like Boston.
